City_ID,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
334,mata-utu,-13.2816,-176.1745,82.42,80.0,100.0,17.52,WF,1717089917
335,puerto lempira,15.2667,-83.7667,82.54,74.0,75.0,0.0,HN,1717089678
336,la passe,45.5549,-0.8967,66.43,74.0,30.0,16.67,FR,1717089918
337,san jeronimo de juarez,17.1333,-100.4667,91.67,47.0,0.0,8.16,MX,1717089919
338,mazagao,-0.115,-51.2894,89.65,55.0,84.0,5.77,BR,1717089919
339,crescent city,41.756,-124.2018,72.64,73.0,0.0,13.8,US,1717089920
340,korhogo,9.45,-5.6333,96.71,37.0,78.0,6.26,CI,1717089921
341,boyolangu,-8.1181,111.8935,74.84,97.0,60.0,2.13,ID,1717089921
342,morondava,-20.2833,44.2833,75.11,75.0,0.0,8.93,MG,1717089922
343,rehoboth,-23.3167,17.0833,63.09,32.0,0.0,11.01,NA,1717089923
344,kaa-khem,51.6833,94.7333,60.4,43.0,9.0,6.8,RU,1717089460
345,saguenay,48.4168,-71.0657,60.08,50.0,75.0,12.66,CA,1717089651
346,crane,31.3974,-102.3501,87.6,47.0,9.0,20.27,US,1717089565
347,penzance,50.1186,-5.5371,61.48,77.0,20.0,23.02,GB,1717089925
348,cauto cristo,,,,,,,,{}
349,kodinsk,58.6881,99.1844,40.44,70.0,76.0,3.33,RU,1717089926
350,naberera,-4.2,36.9333,63.45,70.0,50.0,10.4,TZ,1717089927
351,malakal,9.5334,31.6605,93.02,37.0,100.0,0.96,SS,1717089928
352,levuka,50.1834,-105.4011,62.42,55.0,75.0,23.02,CA,1717089928
353,lorengau,-2.0226,147.2712,81.32,83.0,100.0,5.44,PG,1717089929
354,gamba,-2.65,10.0,78.39,80.0,94.0,8.28,GA,1717089930
355,berdigestyakh,62.0989,126.6992,54.03,54.0,6.0,3.22,RU,1717089697
356,ulety,51.3572,112.4849,52.23,76.0,100.0,4.14,RU,1717089931
357,armacao de buzios,-22.7469,-41.8817,78.85,59.0,10.0,20.94,BR,1717089780
358,port alfred,-33.5906,26.891,65.17,76.0,88.0,5.99,ZA,1717089452
359,kachug,53.9606,105.8817,49.8,91.0,100.0,1.95,RU,1717089933
360,tranovaho,,,,,,,,{}
361,natal,-5.795,-35.2094,80.82,83.0,75.0,10.36,BR,1717089910
362,malango,-2.9627,119.9001,67.21,91.0,54.0,2.59,ID,1717089935
363,portland,45.5234,-122.6762,60.53,63.0,20.0,5.01,US,1717089294
364,saint-francois,46.4154,3.9054,53.67,87.0,38.0,9.22,FR,1717089936
365,betio village,1.358,172.9211,82.44,70.0,50.0,13.29,KI,1717089937
366,fort wellington,6.4,-57.6,85.82,69.0,90.0,10.69,GY,1717089937
367,geraldton,-28.7667,114.6,57.61,82.0,100.0,11.5,AU,1717089938
368,krasnovishersk,60.4078,57.082,40.24,57.0,4.0,1.97,RU,1717089939
369,yuzhno-kurilsk,44.0306,145.8556,41.38,87.0,100.0,2.86,RU,1717089939
370,peace river,56.2501,-117.286,61.11,51.0,75.0,16.11,CA,1717089940
371,chifeng,42.2683,118.9636,54.3,76.0,87.0,12.44,CN,1717089941
372,kanungu,-0.9575,29.7897,63.19,97.0,99.0,3.29,UG,1717089941
373,bhag,29.0415,67.8239,104.16,4.0,0.0,4.41,PK,1717089847
374,clifton,40.8584,-74.1638,71.98,50.0,75.0,8.05,US,1717089674
375,cumaribo,,,,,,,,{}
376,klyuchi,52.2667,79.1667,41.0,95.0,100.0,13.33,RU,1717089490
377,pitkyaranta,61.5734,31.4792,65.52,64.0,61.0,1.66,RU,1717089944
378,walvis bay,-22.9575,14.5053,63.55,72.0,0.0,12.66,NA,1717089651
379,wewak,-3.5534,143.6268,78.37,92.0,97.0,6.38,PG,1717089945
380,kamuli,0.9472,33.1197,67.35,91.0,100.0,3.83,UG,1717089946
381,kincardine,56.0667,-3.7167,63.84,71.0,78.0,10.45,GB,1717089947
382,palikir - national government center,6.9248,158.1611,79.54,94.0,100.0,4.61,FM,1717089947
383,ploneour-lanvern,47.9,-4.2833,61.12,67.0,75.0,14.97,FR,1717089948
384,kampong thom,12.7111,104.8887,75.85,95.0,100.0,4.9,KH,1717089949
385,uacu cungo,-11.3634,15.1208,68.11,44.0,55.0,1.54,AO,1717089949
386,careiro da varzea,-3.2003,-59.8119,79.43,64.0,97.0,3.33,BR,1717089950
387,al shamkhah city,,,,,,,,{}
388,bodo,67.28,14.405,59.04,67.0,0.0,4.61,NO,1717089951
389,phetchabun,16.25,101.0833,83.41,78.0,100.0,3.06,TH,1717089952
390,feijo,-8.1642,-70.3536,83.48,43.0,0.0,3.29,BR,1717089952
391,palmer,42.1584,-72.3287,64.62,71.0,75.0,12.66,US,1717089462
392,afif,23.9065,42.9172,95.4,10.0,1.0,8.9,SA,1717089954
393,mendoza,-32.8908,-68.8272,58.53,47.0,0.0,3.44,AR,1717089820
394,tual,-5.6667,132.75,80.8,84.0,92.0,7.27,ID,1717089955
395,bairnsdale,-37.8333,147.6167,60.06,86.0,100.0,7.58,AU,1717089956
396,san jose village,,,,,,,,{}
397,floro,61.5996,5.0328,68.07,72.0,75.0,10.36,NO,1717089957
398,tanrake village,,,,,,,,{}
399,asosa,10.0667,34.5333,66.45,86.0,72.0,6.06,ET,1717089958
400,puerto real,36.5282,-6.1901,90.61,54.0,0.0,9.22,ES,1717089959
401,remire-montjoly,4.9167,-52.2667,80.64,89.0,0.0,1.14,GF,1717089959
402,mrakovo,52.7161,56.6244,59.65,94.0,100.0,5.17,RU,1717089960
403,kapa'a,22.0752,-159.319,77.18,84.0,75.0,11.5,US,1717089961
404,qal'at bishah,,,,,,,,{}
405,puerto el triunfo,13.2833,-88.55,89.91,56.0,60.0,9.28,SV,1717089962
406,yuni,13.4192,122.4833,79.39,88.0,96.0,3.29,PH,1717089963
407,ponta delgada,37.7333,-25.6667,68.72,73.0,20.0,8.05,PT,1717089963
408,puerto cabezas,14.0351,-83.3888,76.96,88.0,75.0,9.22,NI,1717089964
409,sittwe,20.15,92.9,84.49,86.0,92.0,6.73,MM,1717089964
410,akureyri,65.6835,-18.0878,55.33,41.0,20.0,16.11,IS,1717089681
411,vohipaho,,,,,,,,{}
412,campina grande do sul,-25.3056,-49.0553,63.99,41.0,29.0,3.87,BR,1717089966
413,atkarsk,51.8718,45.0078,68.2,51.0,5.0,5.48,RU,1717089967
414,mahad,18.0833,73.4167,86.59,62.0,43.0,1.99,IN,1717089968
415,tazovsky,67.4667,78.7,24.94,97.0,99.0,7.43,RU,1717089689
416,fuvahmulah,,,,,,,,{}
417,san carlos,9.6612,-68.5827,85.8,72.0,48.0,2.98,VE,1717089730
418,rikaze,29.25,88.8833,60.71,35.0,41.0,8.16,CN,1717089970
419,takamaka,,,,,,,,{}
420,arteche,12.2645,125.4048,81.37,87.0,77.0,7.43,PH,1717089971
421,de panne,51.0792,2.5917,61.25,74.0,75.0,8.05,BE,1717089972
422,priozersk,61.0393,30.1291,59.09,58.0,78.0,6.46,RU,1717089973
423,cadale,2.7603,46.3222,79.38,82.0,44.0,16.15,SO,1717089910
424,san antonio del estrecho,,,,,,,,{}
425,luanda,-8.8368,13.2343,80.6,74.0,0.0,12.66,AO,1717089975
426,mandan,46.8267,-100.8896,68.36,64.0,0.0,13.8,US,1717089799
427,inhambane,-23.865,35.3833,75.18,78.0,20.0,6.91,MZ,1717089976
428,eyl,7.9803,49.8164,82.13,72.0,49.0,24.61,SO,1717089976
429,khorinsk,52.1657,109.7726,48.49,90.0,60.0,4.12,RU,1717089977
430,zapolyarnyy,69.4154,30.8136,74.48,69.0,69.0,7.9,RU,1717089978
431,pinheiro machado,-31.5783,-53.3811,59.05,77.0,9.0,1.07,BR,1717089978
432,luganville,-15.5333,167.1667,76.14,85.0,100.0,12.03,VU,1717089979
433,kaifeng,34.7911,114.3483,74.91,34.0,57.0,8.03,CN,1717089980
434,mogocha,53.7333,119.7667,45.0,48.0,10.0,3.22,RU,1717089980
435,salinas,36.6777,-121.6555,78.55,69.0,0.0,9.22,US,1717089689
436,zhumysker,49.3333,49.4,77.0,32.0,100.0,14.79,KZ,1717089981
437,hailar,49.2,119.7,46.6,59.0,59.0,2.37,CN,1717089982
438,tyukalinsk,55.8732,72.1967,36.41,63.0,54.0,4.59,RU,1717089983
439,bandar lampung,-5.4254,105.258,76.21,94.0,100.0,3.69,ID,1717089983
440,virginia,37.5481,-77.4467,75.25,54.0,40.0,11.5,US,1717089824
441,codrington,-38.2667,141.9667,53.91,74.0,41.0,22.12,AU,1717089985
442,griffith,41.5284,-87.4237,72.95,58.0,0.0,6.91,US,1717089985
443,nadbai,27.2333,77.2,100.51,11.0,1.0,7.47,IN,1717089986
444,havre,49.5833,0.3333,57.6,82.0,100.0,16.11,FR,1717089987
445,arkhangel'sk,64.5401,40.5433,64.51,42.0,0.0,4.47,RU,1717089987
446,undurkhaan,47.3194,110.6556,50.09,58.0,84.0,3.65,MN,1717089988
447,al mijlad,11.0333,27.7333,99.09,23.0,35.0,5.73,SD,1717089988
448,coxen hole,16.3244,-86.5366,87.08,70.0,20.0,13.8,HN,1717089989
449,linden,6.0,-58.3,85.84,68.0,87.0,4.92,GY,1717089746
450,nuuk,64.1835,-51.7216,36.21,60.0,40.0,8.05,GL,1717089990
451,rumbek,6.802,29.6912,87.33,46.0,99.0,0.78,SS,1717089991
452,duncan town,,,,,,,,{}
453,troitsko-pechorsk,62.7084,56.1964,36.7,64.0,44.0,5.01,RU,1717089992
454,dungarvan,52.0881,-7.6253,62.56,78.0,49.0,14.0,IE,1717089993
455,'ohonua,,,,,,,,{}
456,mahenge,-8.6833,36.7167,62.35,69.0,86.0,3.22,TZ,1717089994
457,ghadamis,30.1337,9.5007,100.44,6.0,0.0,9.4,LY,1717089995
458,wattens,47.2722,11.5993,58.41,69.0,75.0,8.05,AT,1717089996
459,kerikeri,-35.2268,173.9474,57.9,84.0,21.0,11.99,NZ,1717089996
460,madang,-5.2246,145.7966,77.45,93.0,100.0,5.37,PG,1717089997
461,aki,33.5,133.9,67.95,94.0,100.0,3.18,JP,1717089998
462,mount pearl,47.5166,-52.7813,75.54,50.0,40.0,16.11,CA,1717089998
463,dilling,12.05,29.65,96.71,21.0,38.0,2.75,SD,1717089999
464,bonito,-21.1211,-56.4819,77.07,32.0,0.0,3.71,BR,1717089999
465,flying fish cove,-10.4217,105.6791,81.68,73.0,100.0,12.68,CX,1717090000
466,nishinoomote,30.7333,131.0,72.68,89.0,100.0,8.21,JP,1717090001
467,ilha de mocambique,-15.0342,40.7358,78.21,71.0,0.0,11.18,MZ,1717090001
468,bekalta,35.6174,10.9947,77.02,60.0,12.0,10.13,TN,1717090002
469,mantua,45.1667,10.7833,67.24,91.0,100.0,3.0,IT,1717090003
470,charters towers,-20.1,146.2667,60.8,95.0,1.0,7.81,AU,1717090003
471,isangel,-19.55,169.2667,71.2,77.0,41.0,17.92,VU,1717090004
472,yamoussoukro,6.8206,-5.2767,91.29,59.0,75.0,4.61,CI,1717090005
473,maragogi,-9.0122,-35.2225,82.31,70.0,38.0,7.56,BR,1717089976
474,big bend,-26.8167,31.9333,62.69,88.0,0.0,0.0,SZ,1717090006
475,altamira,-3.2033,-52.2064,87.89,74.0,75.0,2.3,BR,1717090007
476,kalyny,48.1408,23.8738,60.55,91.0,91.0,1.95,UA,1717090007
477,hami,42.8,93.45,75.31,14.0,82.0,16.24,CN,1717090008
478,alofi,-19.0595,-169.9187,75.09,78.0,40.0,11.5,NU,1717090008
479,zouerate,22.7187,-12.4521,92.14,13.0,80.0,13.65,MR,1717090009
480,burao,9.5221,45.5336,80.35,48.0,100.0,22.26,SO,1717090010
481,vizinga,61.0749,50.1031,50.27,53.0,5.0,3.6,RU,1717090010
482,linares,-35.85,-71.6,59.65,60.0,100.0,3.33,CL,1717089937
483,tangalle,6.024,80.7911,81.39,87.0,99.0,13.29,LK,1717090012
484,ulladulla,-35.35,150.4667,66.78,58.0,100.0,11.92,AU,1717090012
485,ouarzazat,30.9189,-6.8934,93.49,7.0,75.0,12.66,MA,1717090013
486,matalam,7.0864,124.9006,76.26,89.0,82.0,1.23,PH,1717090014
487,namtsy,62.7161,129.6658,59.23,57.0,64.0,5.84,RU,1717090014
488,yeppoon,-23.1333,150.7333,64.18,82.0,37.0,9.22,AU,1717090015
489,inirida,3.8653,-67.9239,75.33,97.0,100.0,2.59,CO,1717090015
490,taltal,-25.4,-70.4833,64.92,68.0,42.0,2.77,CL,1717090016
491,sequim,48.0795,-123.1018,57.09,70.0,17.0,5.01,US,1717089882
492,chulym,55.0997,80.9572,36.93,64.0,85.0,5.28,RU,1717090017
493,aur,8.1499,171.1687,82.9,80.0,100.0,12.21,MH,1717090018
494,daund,18.4667,74.6,83.84,59.0,42.0,22.17,IN,1717090019
495,pachino,36.7186,15.0907,70.86,72.0,31.0,10.83,IT,1717090019
496,novo aripuana,-5.1206,-60.3797,91.35,43.0,45.0,3.56,BR,1717090020
497,arkalyk,50.2486,66.9114,55.13,73.0,57.0,13.51,KZ,1717090021
498,bonthe,7.5264,-12.505,84.36,76.0,84.0,11.34,SL,1717090021
499,am djarass,,,,,,,,{}
500,isla mujeres,21.2311,-86.731,91.45,66.0,0.0,10.58,MX,1717090023
501,santiago papasquiaro,,,,,,,,{}
502,peterhead,57.5058,-1.7981,56.44,87.0,72.0,22.97,GB,1717090024
503,necochea,-38.5473,-58.7368,58.44,50.0,94.0,5.26,AR,1717089491
504,aioun,16.6614,-9.6149,108.95,8.0,86.0,3.44,MR,1717090025
505,yibin,28.7667,104.6238,69.62,70.0,86.0,2.06,CN,1717090026
506,shenjiamen,29.9576,122.298,68.13,97.0,100.0,0.92,CN,1717090026
507,banda aceh,5.5577,95.3222,82.94,76.0,83.0,13.27,ID,1717090027
508,puerto baquerizo moreno,-0.9,-89.6,79.79,65.0,20.0,18.41,EC,1717090028
509,viedma,-40.8135,-62.9967,58.48,37.0,97.0,7.18,AR,1717089988
510,thala,35.5724,8.6703,82.36,19.0,5.0,8.28,TN,1717090029
511,pico truncado,-46.7949,-67.9573,43.72,53.0,92.0,11.34,AR,1717090030
512,shimoda,34.6667,138.95,65.1,90.0,100.0,10.25,JP,1717090030
513,santa cruz,-17.8,-63.1667,77.05,44.0,0.0,8.05,BO,1717089936
514,yesilova,37.5081,29.7547,62.06,69.0,70.0,3.53,TR,1717090031
515,mili,6.0815,171.735,82.74,78.0,80.0,11.39,MH,1717090032
516,tokar,18.4254,37.729,87.64,38.0,51.0,9.28,SD,1717090033
517,elista,46.3078,44.2558,82.92,32.0,29.0,8.95,RU,1717090033
518,al kharijah,25.4514,30.5464,89.71,15.0,0.0,11.23,EG,1717090034
519,ukhta,63.5671,53.6835,43.56,38.0,9.0,5.01,RU,1717090035
520,faya-largeau,17.9257,19.1043,105.46,9.0,1.0,8.81,TD,1717090035
521,la romana,18.4273,-68.9728,89.96,62.0,75.0,6.91,DO,1717090036
522,ulysses,37.5814,-101.3552,75.24,78.0,100.0,14.97,US,1717089970
523,atasu,48.6814,71.6433,64.85,54.0,41.0,8.12,KZ,1717090037
524,porto novo,6.4965,2.6036,87.62,74.0,93.0,9.51,BJ,1717090038
525,gainesville,29.6516,-82.3248,93.79,30.0,0.0,3.44,US,1717089852
526,jumla,29.2747,82.1838,55.2,67.0,87.0,6.87,NP,1717090039
527,dunda,-8.1167,34.25,68.76,53.0,100.0,5.97,TZ,1717090027
528,cockburn town,21.4612,-71.1419,81.77,86.0,96.0,16.2,TC,1717089926
529,the pas,53.8251,-101.2541,57.22,94.0,100.0,12.66,CA,1717090041
530,tipasa,36.5897,2.4475,78.35,47.0,4.0,5.97,DZ,1717090042
531,posto fiscal rolim de moura,-13.0833,-62.2667,88.83,32.0,5.0,1.97,BR,1717090042
532,mahina,-17.5065,-149.489,74.97,83.0,0.0,2.3,PF,1717090043
533,guane,22.2025,-84.0875,93.67,45.0,13.0,10.98,CU,1717090043
534,bontang,0.1333,117.5,81.9,83.0,79.0,3.74,ID,1717090044
535,rongelap,11.1635,166.8941,81.59,80.0,100.0,13.13,MH,1717090045
536,santo domingo oeste,,,,,,,,{}
537,maevatanana,,,,,,,,{}
538,severskaya,44.8541,38.6769,76.59,81.0,75.0,6.82,RU,1717089962
539,midvagur,62.0511,-7.1939,50.83,81.0,100.0,12.66,FO,1717090047
540,minot air force base,48.4209,-101.3391,62.78,72.0,75.0,17.27,US,1717090048
541,susanville,40.4163,-120.653,66.67,31.0,31.0,5.01,US,1717089958
542,mumbwa,-14.9783,27.0619,64.13,38.0,0.0,3.18,ZM,1717090049
543,fale old settlement,-9.3852,-171.2468,83.08,79.0,11.0,10.92,TK,1717090050
544,boca suno,-0.7167,-77.1333,76.59,72.0,97.0,3.94,EC,1717090050
545,changchun,43.88,125.3228,53.56,94.0,100.0,11.14,CN,1717090051
546,bikin,46.8161,134.26,48.4,66.0,100.0,1.59,RU,1717090005
547,shingu,33.7333,135.9833,63.07,94.0,100.0,5.55,JP,1717090052
548,pama,11.2497,0.7075,97.47,38.0,100.0,8.5,BF,1717090053
549,rexburg,43.826,-111.7897,59.0,41.0,0.0,0.0,US,1717090054
550,scarborough,54.2797,-0.4044,53.65,92.0,100.0,5.01,GB,1717089802
551,happy valley-goose bay,53.3168,-60.3315,43.11,75.0,100.0,11.5,CA,1717090055
552,herval,-32.0236,-53.3956,60.73,66.0,29.0,2.19,BR,1717089945
553,lata,40.1629,-8.3327,83.48,49.0,16.0,6.82,PT,1717090056
554,jaru,-10.4389,-62.4664,82.42,55.0,6.0,4.59,BR,1717090057
555,gueltat zemmour,,,,,,,,{}
556,bargara,,,,,,,,{}
557,ust'-ilimsk,58.0006,102.6619,42.44,88.0,91.0,5.99,RU,1717090059
558,tindouf,27.6711,-8.1474,93.65,18.0,0.0,16.11,DZ,1717090059
559,tyuratam,45.6507,63.3156,76.68,17.0,0.0,6.76,KZ,1717090060
560,yelanskiy,56.8419,62.5014,42.26,57.0,5.0,7.76,RU,1717090061
561,chumphon,10.3333,98.8333,78.71,84.0,95.0,4.5,TH,1717090061
562,srandakan,-7.9386,110.2506,76.95,92.0,37.0,5.1,ID,1717090062
563,nahiyat ash shinafiyah,31.5874,44.6602,107.42,8.0,0.0,10.78,IQ,1717090063
564,lubang,13.8584,120.124,86.31,74.0,100.0,12.48,PH,1717089787
565,bria,6.5423,21.9863,77.41,75.0,99.0,3.04,CF,1717090064
566,awjilah,29.1081,21.2869,94.89,14.0,3.0,5.53,LY,1717090065
567,dampit,-8.2116,112.7493,71.38,100.0,79.0,2.75,ID,1717090065
568,shanghai,31.2222,121.4581,69.93,97.0,75.0,4.47,CN,1717089998
569,muromtsevo,56.3724,75.2418,35.35,64.0,79.0,5.44,RU,1717090067
570,pitimbu,-7.4706,-34.8086,82.99,70.0,34.0,12.19,BR,1717090067
571,slyudyanka,51.6594,103.7061,48.15,74.0,5.0,4.43,RU,1717089974
572,puerto gaitan,4.3133,-72.0816,79.59,81.0,100.0,11.95,CO,1717089961
573,nastola,60.95,25.9333,72.99,51.0,74.0,5.06,FI,1717090069
574,antofagasta,-23.65,-70.4,61.88,74.0,40.0,4.81,CL,1717089872
575,salym,60.0625,71.4789,33.6,61.0,96.0,5.03,RU,1717090070
576,lazaro cardenas,17.9583,-102.2,86.85,59.0,3.0,8.93,MX,1717090071
577,twentynine palms,34.1356,-116.0542,92.07,14.0,0.0,2.59,US,1717090072
578,hihifo,,,,,,,,{}
579,queenstown,-31.8976,26.8753,59.31,34.0,92.0,7.38,ZA,1717090073
580,wakkanai,45.4094,141.6739,45.77,77.0,100.0,5.75,JP,1717090074
581,beira,-19.8436,34.8389,71.69,78.0,20.0,5.75,MZ,1717090074
582,campo verde,-20.4167,-54.0667,78.24,25.0,0.0,5.91,BR,1717089889
583,tadine,-21.55,167.8833,69.76,68.0,100.0,18.68,NC,1717090075
584,ikalamavony,-21.15,46.5833,57.97,79.0,0.0,7.05,MG,1717090076
585,rawson,-43.3002,-65.1023,53.29,38.0,10.0,3.71,AR,1717090077
586,mount gambier,-37.8333,140.7667,53.24,69.0,34.0,15.95,AU,1717090077
587,sant feliu de guixols,41.7833,3.0333,71.92,53.0,87.0,7.96,ES,1717089995
588,canutama,-6.5339,-64.3831,89.37,43.0,5.0,3.69,BR,1717090079
589,santa cruz del norte,23.1539,-81.9236,86.81,61.0,2.0,11.72,CU,1717090079
590,grand-bassam,5.2118,-3.7388,85.96,74.0,62.0,10.71,CI,1717090080
591,buabidi,,,,,,,,{}
592,sayat,38.7839,63.8803,76.87,10.0,0.0,13.62,TM,1717090081
593,bijie,27.3125,105.2942,57.43,79.0,82.0,2.3,CN,1717090082
594,yangor,,,,,,,,{}
595,marsabit,2.3284,37.9899,71.62,52.0,77.0,11.86,KE,1717090083
596,robertsport,6.7533,-11.3686,82.85,80.0,53.0,10.67,LR,1717090084
597,southport,53.6478,-3.0065,63.81,72.0,40.0,14.97,GB,1717090084
598,lodja,-3.4833,23.4333,82.83,49.0,100.0,2.08,CD,1717090085
